Sett_Date,Sett_Period,Scottish Wind Output,England/Wales Wind Output,Total
2025-04-01,1,1599.394,2128.474,3727.868
2025-04-01,2,1689.892,2078.652,3768.544
2025-04-01,3,1785.048,2206.618,3991.666
2025-04-01,4,1807.826,2610.19,4418.016
2025-04-01,5,1730.3,2778.262,4508.562
2025-04-01,6,1687.18,2792.692,4479.872
2025-04-01,7,1747.45,2641.294,4388.744
2025-04-01,8,1870.304,2544.832,4415.136
2025-04-01,9,1943.882,2589.44,4533.322
2025-04-01,10,2087.198,2643.15,4730.348
2025-04-01,11,2160.124,2710.03,4870.154
2025-04-01,12,2233.46,2710.516,4943.976
2025-04-01,13,2297.804,2823.108,5120.912
2025-04-01,14,2233.714,2945.826,5179.54
2025-04-01,15,2131.416,3023.694,5155.11
2025-04-01,16,2203.146,3200.702,5403.848
2025-04-01,17,2212.882,3192.378,5405.26
2025-04-01,18,2124.49,3119.14,5243.63
2025-04-01,19,1962.94,3175.516,5138.456
2025-04-01,20,2155.19,3384.0,5539.19
2025-04-01,21,2543.672,3486.686,6030.358
2025-04-01,22,2786.084,3503.958,6290.042
2025-04-01,23,3121.05,3531.978,6653.028
2025-04-01,24,3682.26,3597.992,7280.252
2025-04-01,25,4195.888,3704.618,7900.506
2025-04-01,26,3963.01,3706.564,7669.574
2025-04-01,27,4326.65,3684.78,8011.43
2025-04-01,28,4252.928,3581.944,7834.872
2025-04-01,29,3720.58,3621.598,7342.178
2025-04-01,30,3336.906,3848.01,7184.916
2025-04-01,31,3112.834,4437.7,7550.534
2025-04-01,32,3405.414,4817.754,8223.168
2025-04-01,33,3847.348,5384.552,9231.9
2025-04-01,34,4241.71,5817.89,10059.6
2025-04-01,35,4393.144,6053.002,10446.146
2025-04-01,36,4382.512,6334.044,10716.556
2025-04-01,37,4331.332,6666.236,10997.568
2025-04-01,38,4423.536,7230.532,11654.068
2025-04-01,39,4247.53,7813.178,12060.708
2025-04-01,40,4350.382,8185.94,12536.322
2025-04-01,41,4540.068,8598.796,13138.864
2025-04-01,42,4630.492,8963.744,13594.236
2025-04-01,43,4668.908,8880.364,13549.272
2025-04-01,44,4631.908,8867.934,13499.842
2025-04-01,45,4677.852,8901.674,13579.526
2025-04-01,46,4741.59,9063.382,13804.972
2025-04-01,47,4720.602,9082.672,13803.274
2025-04-01,48,4537.412,9065.114,13602.526
2025-04-02,1,4357.474,9195.934,13553.408
2025-04-02,2,4367.188,9259.238,13626.426
2025-04-02,3,4387.2,9202.41,13589.61
2025-04-02,4,4429.076,9112.084,13541.16
2025-04-02,5,4410.658,8802.642,13213.3
2025-04-02,6,4345.678,8221.734,12567.412
2025-04-02,7,4263.654,7582.254,11845.908
2025-04-02,8,4173.676,7375.24,11548.916
2025-04-02,9,3969.73,7395.034,11364.764
2025-04-02,10,3737.14,7100.652,10837.792
2025-04-02,11,3499.428,6781.448,10280.876
2025-04-02,12,3319.512,6576.592,9896.104
2025-04-02,13,3179.042,6550.028,9729.07
2025-04-02,14,2986.966,6292.116,9279.082
2025-04-02,15,2808.538,6290.222,9098.76
2025-04-02,16,2882.57,6217.566,9100.136
2025-04-02,17,2688.262,6171.428,8859.69
2025-04-02,18,2538.008,6424.28,8962.288
2025-04-02,19,2476.73,6653.892,9130.622
2025-04-02,20,2517.58,6841.268,9358.848
2025-04-02,21,2413.902,6880.86,9294.762
2025-04-02,22,2161.728,6889.552,9051.28
2025-04-02,23,2393.914,6790.944,9184.858
2025-04-02,24,2600.6,6913.724,9514.324
2025-04-02,25,3211.58,7020.028,10231.608
2025-04-02,26,3416.264,7173.16,10589.424
2025-04-02,27,3220.9,7632.382,10853.282
2025-04-02,28,2706.118,7998.694,10704.812
2025-04-02,29,2338.062,8639.518,10977.58
2025-04-02,30,2347.222,8642.976,10990.198
2025-04-02,31,2889.082,8840.39,11729.472
2025-04-02,32,3076.512,8969.914,12046.426
2025-04-02,33,2810.258,9166.328,11976.586
2025-04-02,34,2986.67,9527.622,12514.292
2025-04-02,35,2897.292,9527.64,12424.932
2025-04-02,36,2886.384,9717.146,12603.53
2025-04-02,37,2875.608,9851.6,12727.208
2025-04-02,38,2847.262,9789.152,12636.414
2025-04-02,39,3048.114,9529.12,12577.234
2025-04-02,40,3286.788,9462.17,12748.958
2025-04-02,41,3397.218,9522.25,12919.468
2025-04-02,42,3489.414,9385.066,12874.48
2025-04-02,43,3153.472,9404.828,12558.3
2025-04-02,44,2793.596,9502.668,12296.264
2025-04-02,45,2470.016,9746.038,12216.054
2025-04-02,46,2253.436,9689.48,11942.916
2025-04-02,47,2161.032,9699.944,11860.976
2025-04-02,48,2136.588,9483.688,11620.276
2025-04-03,1,1920.152,9408.816,11328.968
2025-04-03,2,1788.918,9393.044,11181.962
2025-04-03,3,1611.686,9442.842,11054.528
2025-04-03,4,1273.482,9605.302,10878.784
2025-04-03,5,1258.502,9503.368,10761.87
2025-04-03,6,1250.528,9277.704,10528.232
2025-04-03,7,1269.012,9145.224,10414.236
2025-04-03,8,1295.26,9069.088,10364.348
2025-04-03,9,1259.43,9095.27,10354.7
2025-04-03,10,1120.328,9181.19,10301.518
