Date,Settlement_Period,Generator_Name,Generator_Full_Name,BOA_Volume
2023-07-02,1,BDCHW-1,Bad A Cheo,-24
2023-07-02,1,BETHW-1,Beinn Tharsuinn,-27
2023-07-02,1,BHLAW-1,Bhlaraidh,-69.95
2023-07-02,1,BLARW-1,Blary Hill,-16
2023-07-02,1,BLKWW-1,Blackcraig,-53
2023-07-02,1,BLLA-1,Black Law,-48.2
2023-07-02,1,BLLA-2,Black Law Ext 1,-28.3
2023-07-02,1,BNWKW-1,Burn of Whilk,-21.5
2023-07-02,1,BOWLW-1,Barrow,-60.5
2023-07-02,1,BRDUW-1,Braes of Doune,-23
2023-07-02,1,BRYBW-1,Berry Burn,-42
2023-07-02,1,BTUIW-2,Beinn an Tuirc Ext,-34.034
2023-07-02,1,BTUIW-3,Beinn an Tuirc Phase 3,-48
2023-07-02,1,CAIRW-2,Cairn Uish 2 (Rothes 2),-41
2023-07-02,1,CGTHW-1,Corriegarth,-69
2023-07-02,1,CLDCW-1,Clyde Central,-143.984
2023-07-02,1,CLDNW-1,Clyde North,-145.984
2023-07-02,1,CLDRW-1,Clashindarroch,-34
2023-07-02,1,CLDSW-1,Clyde South,-104.966
2023-07-02,1,CMSTW-1,Camster,-47
2023-07-02,1,CNCLW-1,Coire Na Cloiche,-28
2023-07-02,1,CRDEW-1,Crossdykes,-14
2023-07-02,1,CRDEW-2,Crossdykes 2,-14
2023-07-02,1,CREAW-1,Creag Riabhach,-89
2023-07-02,1,CRGHW-1,Carraig Gheal,-41
2023-07-02,1,CRGTW-1,Craig II,-4
2023-07-02,1,CRMLW-1,Corriemoillie,-47
2023-07-02,1,CRYRW-2,Crystal Rig 2,-94
2023-07-02,1,CRYRW-3,Crystal Rig 3,-14
2023-07-02,1,DALSW-1,Dalswinton,-20
2023-07-02,1,DNLWW-1,Dun Law,-17.966
2023-07-02,1,DOREW-1,Dorenell 1,-96
2023-07-02,1,DOREW-2,Dorenell 2,-81
2023-07-02,1,DOUGW-1,Douglas West,-45
2023-07-02,1,DRSLW-1,Dersalloch,-55.116
2023-07-02,1,DUNGW-1,Dunmaglass,-89
2023-07-02,1,EDINW-1,Edinbane,-18
2023-07-02,1,EWHLW-1,Ewe Hill,-21.884
2023-07-02,1,FAARW-1,Farr 1,-46
2023-07-02,1,FAARW-2,Farr 2,-46
2023-07-02,1,FALGW-1,Fallago Rig,-143
2023-07-02,1,GDSTW-1,Gordonstown Hill,-13
2023-07-02,1,GLNKW-1,Glen Kyllachy,-48
2023-07-02,1,GLOFW-1,Glens of Foudland,-26
2023-07-02,1,GLWSW-1,Galawhistle,-52.5
2023-07-02,1,GNAPW-1,Glen App,-16.034
2023-07-02,1,GORDW-1,Gordonbush,-65.034
2023-07-02,1,GORDW-2,Gordonbush Ext,-38
2023-07-02,1,GRIFW-1,Griffin 1,-66.966
2023-07-02,1,GRIFW-2,Griffin 2,-66.966
2023-07-02,1,HALSW-1,Halsary Forest,-27
2023-07-02,1,HLTWW-1,Hill of Towie,-41
2023-07-02,1,HRHLW-1,Hare Hill Ext,-26.016
2023-07-02,1,HRSTW-1,Harestanes,-66.9
2023-07-02,1,KILBW-1,Kilbraur,-59.5
2023-07-02,1,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-220.016
2023-07-02,1,KPMRW-1,Kype Muir,-71
2023-07-02,1,LCLTW-1,Lochluichart,-56.5
2023-07-02,1,MDHLW-1,Mid Hill,-48
2023-07-02,1,MIDMW-1,Middle Muir,-28.5
2023-07-02,1,MILWW-1,Millennium,-55
2023-07-02,1,MINSW-1,Minsca,-29.5
2023-07-02,1,MKHLW-1,Mark Hill,-47.05
2023-07-02,1,MOWEO-2,Moray Firth Eastern 2,-300
2023-07-02,1,MOWEO-3,Moray Firth Eastern 3,-298
2023-07-02,1,MOYEW-1,Moy,-42.5
2023-07-02,1,RRWW-1,Robin Rigg West,-58
2023-07-02,1,SAKNW-1,Sandy Knowe,-71.5
2023-07-02,1,SANQW-1,Sanquhar,-30
2023-07-02,1,STLGW-1,Stronelairg 1,-60
2023-07-02,1,STLGW-2,Stronelairg 2,-69
2023-07-02,1,STLGW-3,Stronelairg 3,-63
2023-07-02,1,STRNW-1,Strathy North,-65
2023-07-02,1,TDBNW-1,Toddleburn,-24
2023-07-02,1,TMNCW-1,Tom Nan Clach,-39
2023-07-02,1,TULWW-1,Tullo,-15
2023-07-02,1,TULWW-2,Tullo Ext,-20.5
2023-07-02,1,TWSHW-1,Twentyshilling Hill,-28
2023-07-02,1,WDRGW-1,Windy Rig,-43
2023-07-02,1,WHIHW-1,Whiteside Hill,-27
2023-07-02,1,WHILW-1,Whitelee 1,-197.2
2023-07-02,1,WHILW-2,Whitelee 2,-111.066
2023-07-02,1,WISTW-2,Brockloch Rig,-62
2023-07-02,2,ABRTW-1,Auchrobert,-36
2023-07-02,2,AKGLW-2,Aikengall 2,-63
2023-07-02,2,AKGLW-3,Aikengall 3,-79.5
2023-07-02,2,ARCHW-1,Arecleoch,-88
2023-07-02,2,ASHWW-1,Andershaw,-29
2023-07-02,2,ASLVW-1,Assel Valley,-23
2023-07-02,2,BABAW-1,Baillie,-43
2023-07-02,2,BDCHW-1,Bad A Cheo,-24
2023-07-02,2,BETHW-1,Beinn Tharsuinn,-27
2023-07-02,2,BHLAW-1,Bhlaraidh,-66.984
2023-07-02,2,BLARW-1,Blary Hill,-16
2023-07-02,2,BLKWW-1,Blackcraig,-53
2023-07-02,2,BLLA-1,Black Law,-47.016
2023-07-02,2,BLLA-2,Black Law Ext 1,-28
2023-07-02,2,BNWKW-1,Burn of Whilk,-20.5
2023-07-02,2,BOWLW-1,Barrow,-60
2023-07-02,2,BRDUW-1,Braes of Doune,-23
2023-07-02,2,BRYBW-1,Berry Burn,-40
2023-07-02,2,BTUIW-2,Beinn an Tuirc Ext,-30.066
2023-07-02,2,BTUIW-3,Beinn an Tuirc Phase 3,-48
2023-07-02,2,CAIRW-2,Cairn Uish 2 (Rothes 2),-41
2023-07-02,2,CGTHW-1,Corriegarth,-69
2023-07-02,2,CLDCW-1,Clyde Central,-142.966
2023-07-02,2,CLDNW-1,Clyde North,-144.984
2023-07-02,2,CLDRW-1,Clashindarroch,-34
2023-07-02,2,CLDSW-1,Clyde South,-102.984
2023-07-02,2,CMSTW-1,Camster,-45
2023-07-02,2,CNCLW-1,Coire Na Cloiche,-28
2023-07-02,2,CRDEW-1,Crossdykes,-14
2023-07-02,2,CRDEW-2,Crossdykes 2,-14
2023-07-02,2,CREAW-1,Creag Riabhach,-89
2023-07-02,2,CRGHW-1,Carraig Gheal,-41
2023-07-02,2,CRGTW-1,Craig II,-4
2023-07-02,2,CRMLW-1,Corriemoillie,-47
2023-07-02,2,CRYRW-2,Crystal Rig 2,-94
2023-07-02,2,CRYRW-3,Crystal Rig 3,-14
2023-07-02,2,DALSW-1,Dalswinton,-19.5
2023-07-02,2,DNLWW-1,Dun Law,-17.016
2023-07-02,2,DOREW-1,Dorenell 1,-96
2023-07-02,2,DOREW-2,Dorenell 2,-81
2023-07-02,2,DOUGW-1,Douglas West,-45
2023-07-02,2,DRSLW-1,Dersalloch,-49.1
2023-07-02,2,DUNGW-1,Dunmaglass,-89
2023-07-02,2,EDINW-1,Edinbane,-17
2023-07-02,2,EWHLW-1,Ewe Hill,-21.016
2023-07-02,2,FAARW-1,Farr 1,-46
2023-07-02,2,FAARW-2,Farr 2,-46
2023-07-02,2,FALGW-1,Fallago Rig,-143
2023-07-02,2,GDSTW-1,Gordonstown Hill,-13
2023-07-02,2,GLNKW-1,Glen Kyllachy,-48
2023-07-02,2,GLOFW-1,Glens of Foudland,-25.5
2023-07-02,2,GLWSW-1,Galawhistle,-51.5
2023-07-02,2,GNAPW-1,Glen App,-16
2023-07-02,2,GORDW-1,Gordonbush,-67.034
2023-07-02,2,GORDW-2,Gordonbush Ext,-38
2023-07-02,2,GRIFW-1,Griffin 1,-63.966
2023-07-02,2,GRIFW-2,Griffin 2,-63.966
2023-07-02,2,HALSW-1,Halsary Forest,-27
2023-07-02,2,HLTWW-1,Hill of Towie,-41
2023-07-02,2,HRHLW-1,Hare Hill Ext,-26
2023-07-02,2,HRSTW-1,Harestanes,-62.084
2023-07-02,2,KILBW-1,Kilbraur,-58
2023-07-02,2,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-214.1
2023-07-02,2,KPMRW-1,Kype Muir,-64.5
2023-07-02,2,LCLTW-1,Lochluichart,-60
2023-07-02,2,MDHLW-1,Mid Hill,-48
2023-07-02,2,MIDMW-1,Middle Muir,-23
2023-07-02,2,MILWW-1,Millennium,-55
2023-07-02,2,MINSW-1,Minsca,-30.5
2023-07-02,2,MKHLW-1,Mark Hill,-46.016
2023-07-02,2,MOWEO-2,Moray Firth Eastern 2,-300
2023-07-02,2,MOWEO-3,Moray Firth Eastern 3,-296
2023-07-02,2,MOYEW-1,Moy,-35.5
2023-07-02,2,RRWW-1,Robin Rigg West,-53
2023-07-02,2,SAKNW-1,Sandy Knowe,-70.5
2023-07-02,2,SANQW-1,Sanquhar,-30
2023-07-02,2,STLGW-1,Stronelairg 1,-59.966
2023-07-02,2,STLGW-2,Stronelairg 2,-68.966
2023-07-02,2,STLGW-3,Stronelairg 3,-62.966
2023-07-02,2,STRNW-1,Strathy North,-65
2023-07-02,2,TDBNW-1,Toddleburn,-23.984
2023-07-02,2,TMNCW-1,Tom Nan Clach,-39
2023-07-02,2,TULWW-1,Tullo,-16
2023-07-02,2,TULWW-2,Tullo Ext,-22.5
2023-07-02,2,TWSHW-1,Twentyshilling Hill,-28
2023-07-02,2,WDRGW-1,Windy Rig,-43
2023-07-02,2,WHIHW-1,Whiteside Hill,-27
2023-07-02,2,WHILW-1,Whitelee 1,-186.184
2023-07-02,2,WHILW-2,Whitelee 2,-111.984
2023-07-02,2,WISTW-2,Brockloch Rig,-62
2023-07-02,3,ABRTW-1,Auchrobert,-36
2023-07-02,3,AKGLW-2,Aikengall 2,-63
2023-07-02,3,AKGLW-3,Aikengall 3,-78.5
2023-07-02,3,ARCHW-1,Arecleoch,-93.9
2023-07-02,3,ASHWW-1,Andershaw,-28
2023-07-02,3,ASLVW-1,Assel Valley,-24
2023-07-02,3,BABAW-1,Baillie,-43
2023-07-02,3,BDCHW-1,Bad A Cheo,-23
2023-07-02,3,BETHW-1,Beinn Tharsuinn,-27
2023-07-02,3,BHLAW-1,Bhlaraidh,-65.984
2023-07-02,3,BLARW-1,Blary Hill,-15.516
2023-07-02,3,BLKWW-1,Blackcraig,-50.5
2023-07-02,3,BLLA-1,Black Law,-66.666
2023-07-02,3,BLLA-2,Black Law Ext 1,-43.734
2023-07-02,3,BNWKW-1,Burn of Whilk,-19
2023-07-02,3,BOWLW-1,Barrow,-3.5
2023-07-02,3,BOWLW-1,Barrow,-63
2023-07-02,3,BRDUW-1,Braes of Doune,-22.5
2023-07-02,3,BRYBW-1,Berry Burn,-39
2023-07-02,3,BTUIW-2,Beinn an Tuirc Ext,-32.95
2023-07-02,3,BTUIW-3,Beinn an Tuirc Phase 3,-47.016
2023-07-02,3,CAIRW-2,Cairn Uish 2 (Rothes 2),-41
2023-07-02,3,CGTHW-1,Corriegarth,-45.616
2023-07-02,3,CLDCW-1,Clyde Central,-139.966
2023-07-02,3,CLDNW-1,Clyde North,-143.966
2023-07-02,3,CLDRW-1,Clashindarroch,-34
2023-07-02,3,CLDSW-1,Clyde South,-99.984
2023-07-02,3,CMSTW-1,Camster,-45
2023-07-02,3,CNCLW-1,Coire Na Cloiche,-7.65
2023-07-02,3,CRDEW-1,Crossdykes,-13
2023-07-02,3,CRDEW-2,Crossdykes 2,-13
2023-07-02,3,CREAW-1,Creag Riabhach,-91.5
2023-07-02,3,CRGHW-1,Carraig Gheal,-40
2023-07-02,3,CRGTW-1,Craig II,-4
2023-07-02,3,CRMLW-1,Corriemoillie,-43
2023-07-02,3,CRYRW-2,Crystal Rig 2,-94
2023-07-02,3,CRYRW-3,Crystal Rig 3,-14
2023-07-02,3,DALSW-1,Dalswinton,-18
2023-07-02,3,DNLWW-1,Dun Law,-16.016
2023-07-02,3,DOREW-1,Dorenell 1,-43.2
2023-07-02,3,DOREW-2,Dorenell 2,-36.45
2023-07-02,3,DOUGW-1,Douglas West,-45
2023-07-02,3,DRSLW-1,Dersalloch,-53.916
2023-07-02,3,DUNGW-1,Dunmaglass,-89
2023-07-02,3,EDINW-1,Edinbane,-16.5
2023-07-02,3,EWHLW-1,Ewe Hill,-16.084
2023-07-02,3,FAARW-1,Farr 1,-45
2023-07-02,3,FAARW-2,Farr 2,-45
2023-07-02,3,FALGW-1,Fallago Rig,-96.122
2023-07-02,3,GDSTW-1,Gordonstown Hill,-13
2023-07-02,3,GLNKW-1,Glen Kyllachy,-25
2023-07-02,3,GLOFW-1,Glens of Foudland,-24.5
2023-07-02,3,GLWSW-1,Galawhistle,-53
2023-07-02,3,GNAPW-1,Glen App,-16
2023-07-02,3,GORDW-1,Gordonbush,-69
2023-07-02,3,GORDW-2,Gordonbush Ext,-38
2023-07-02,3,GRIFW-1,Griffin 1,-60.984
2023-07-02,3,GRIFW-2,Griffin 2,-60.984
2023-07-02,3,HALSW-1,Halsary Forest,-27
2023-07-02,3,HLTWW-1,Hill of Towie,-41
2023-07-02,3,HRHLW-1,Hare Hill Ext,-26
2023-07-02,3,HRSTW-1,Harestanes,-56.1
2023-07-02,3,KILBW-1,Kilbraur,-67
2023-07-02,3,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-215.966
2023-07-02,3,KPMRW-1,Kype Muir,-63.5
2023-07-02,3,LCLTW-1,Lochluichart,-61
2023-07-02,3,MDHLW-1,Mid Hill,-30.5
2023-07-02,3,MIDMW-1,Middle Muir,-21
2023-07-02,3,MILWW-1,Millennium,-64
2023-07-02,3,MINSW-1,Minsca,-21.5
2023-07-02,3,MKHLW-1,Mark Hill,-37.15
2023-07-02,3,MOWEO-2,Moray Firth Eastern 2,-300
2023-07-02,3,MOWEO-3,Moray Firth Eastern 3,-295
2023-07-02,3,MOYEW-1,Moy,-36.5
2023-07-02,3,RRWW-1,Robin Rigg West,-55
2023-07-02,3,SAKNW-1,Sandy Knowe,-69.5
2023-07-02,3,SANQW-1,Sanquhar,-30
2023-07-02,3,STLGW-1,Stronelairg 1,-57.984
2023-07-02,3,STLGW-2,Stronelairg 2,-66.966
2023-07-02,3,STLGW-3,Stronelairg 3,-60.966
2023-07-02,3,STRNW-1,Strathy North,-65
2023-07-02,3,TDBNW-1,Toddleburn,-23.984
2023-07-02,3,TMNCW-1,Tom Nan Clach,-39
2023-07-02,3,TULWW-1,Tullo,-15
2023-07-02,3,TULWW-2,Tullo Ext,-21.5
2023-07-02,3,TWSHW-1,Twentyshilling Hill,-28
2023-07-02,3,WDRGW-1,Windy Rig,-43
2023-07-02,3,WHIHW-1,Whiteside Hill,-27
2023-07-02,3,WHILW-1,Whitelee 1,-162.4
2023-07-02,3,WHILW-2,Whitelee 2,-112.984
2023-07-02,3,WISTW-2,Brockloch Rig,-62
2023-07-02,4,ABRTW-1,Auchrobert,-36
2023-07-02,4,AKGLW-2,Aikengall 2,-62.5
2023-07-02,4,AKGLW-3,Aikengall 3,-77.5
2023-07-02,4,ARCHW-1,Arecleoch,-94.984
2023-07-02,4,ASHWW-1,Andershaw,-27
2023-07-02,4,ASLVW-1,Assel Valley,-24
2023-07-02,4,BABAW-1,Baillie,-43
2023-07-02,4,BDCHW-1,Bad A Cheo,-23
2023-07-02,4,BETHW-1,Beinn Tharsuinn,-27
2023-07-02,4,BHLAW-1,Bhlaraidh,-64.966
2023-07-02,4,BLARW-1,Blary Hill,-15
2023-07-02,4,BLKWW-1,Blackcraig,-49
2023-07-02,4,BLLA-1,Black Law,-65.034
2023-07-02,4,BLLA-2,Black Law Ext 1,-42.034
2023-07-02,4,BNWKW-1,Burn of Whilk,-17
2023-07-02,4,BOWLW-1,Barrow,-55.426
2023-07-02,4,BRDUW-1,Braes of Doune,-22
2023-07-02,4,BRYBW-1,Berry Burn,-38
2023-07-02,4,BTUIW-2,Beinn an Tuirc Ext,-35.95
2023-07-02,4,BTUIW-3,Beinn an Tuirc Phase 3,-47.984
2023-07-02,4,CAIRW-2,Cairn Uish 2 (Rothes 2),-41
2023-07-02,4,CLDCW-1,Clyde Central,-138
2023-07-02,4,CLDNW-1,Clyde North,-142.984
2023-07-02,4,CLDRW-1,Clashindarroch,-34
2023-07-02,4,CLDSW-1,Clyde South,-99
2023-07-02,4,CMSTW-1,Camster,-25.566
2023-07-02,4,CRDEW-1,Crossdykes,-13
2023-07-02,4,CRDEW-2,Crossdykes 2,-6.066
2023-07-02,4,CREAW-1,Creag Riabhach,-90.5
2023-07-02,4,CRGHW-1,Carraig Gheal,-39.5
2023-07-02,4,CRGTW-1,Craig II,-4
2023-07-02,4,CRMLW-1,Corriemoillie,-43
2023-07-02,4,CRYRW-2,Crystal Rig 2,-94
2023-07-02,4,CRYRW-3,Crystal Rig 3,-14
2023-07-02,4,DALSW-1,Dalswinton,-18.5
2023-07-02,4,DNLWW-1,Dun Law,-16
2023-07-02,4,DOUGW-1,Douglas West,-45
2023-07-02,4,DRSLW-1,Dersalloch,-53.016
2023-07-02,4,DUNGW-1,Dunmaglass,-29.666
2023-07-02,4,EDINW-1,Edinbane,-16
2023-07-02,4,EWHLW-1,Ewe Hill,-13.05
2023-07-02,4,FAARW-1,Farr 1,-45
2023-07-02,4,FAARW-2,Farr 2,-45
2023-07-02,4,GDSTW-1,Gordonstown Hill,-13
2023-07-02,4,GLNKW-1,Glen Kyllachy,-24.5
2023-07-02,4,GLOFW-1,Glens of Foudland,-23.5
2023-07-02,4,GLWSW-1,Galawhistle,-53
2023-07-02,4,GNAPW-1,Glen App,-16.984
2023-07-02,4,GORDW-1,Gordonbush,-69
2023-07-02,4,GORDW-2,Gordonbush Ext,-38
2023-07-02,4,GRIFW-1,Griffin 1,-13
2023-07-02,4,GRIFW-2,Griffin 2,-59.984
2023-07-02,4,HALSW-1,Halsary Forest,-27
2023-07-02,4,HLTWW-1,Hill of Towie,-41
2023-07-02,4,HRHLW-1,Hare Hill Ext,-26
2023-07-02,4,HRSTW-1,Harestanes,-54.034
2023-07-02,4,KILBW-1,Kilbraur,-7.85
2023-07-02,4,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-132.266
2023-07-02,4,KPMRW-1,Kype Muir,-9.2
2023-07-02,4,LCLTW-1,Lochluichart,-57
2023-07-02,4,MDHLW-1,Mid Hill,-31
2023-07-02,4,MIDMW-1,Middle Muir,-18
2023-07-02,4,MILWW-1,Millennium,-26.666
2023-07-02,4,MINSW-1,Minsca,-22
2023-07-02,4,MKHLW-1,Mark Hill,-37
2023-07-02,4,MOWEO-2,Moray Firth Eastern 2,-300
2023-07-02,4,MOWEO-3,Moray Firth Eastern 3,-264.6
2023-07-02,4,MOYEW-1,Moy,-31
2023-07-02,4,RRWW-1,Robin Rigg West,-11.866
2023-07-02,4,SAKNW-1,Sandy Knowe,-68.5
2023-07-02,4,SANQW-1,Sanquhar,-30
2023-07-02,4,STLGW-1,Stronelairg 1,-55.984
2023-07-02,4,STLGW-2,Stronelairg 2,-64.984
2023-07-02,4,STLGW-3,Stronelairg 3,-59
2023-07-02,4,STRNW-1,Strathy North,-65
2023-07-02,4,TDBNW-1,Toddleburn,-23
2023-07-02,4,TMNCW-1,Tom Nan Clach,-39
2023-07-02,4,TULWW-1,Tullo,-10.5
2023-07-02,4,TULWW-2,Tullo Ext,-13.5
2023-07-02,4,TWSHW-1,Twentyshilling Hill,-28
2023-07-02,4,WDRGW-1,Windy Rig,-43
2023-07-02,4,WHIHW-1,Whiteside Hill,-27
2023-07-02,4,WHILW-1,Whitelee 1,-176.75
2023-07-02,4,WHILW-2,Whitelee 2,-115.95
2023-07-02,4,WISTW-2,Brockloch Rig,-61.5
2023-07-02,5,ABRTW-1,Auchrobert,-36
2023-07-02,5,AKGLW-2,Aikengall 2,-62
2023-07-02,5,AKGLW-3,Aikengall 3,-77
2023-07-02,5,ARCHW-1,Arecleoch,-98.934
2023-07-02,5,ASHWW-1,Andershaw,-25.88
2023-07-02,5,ASLVW-1,Assel Valley,-10
2023-07-02,5,BABAW-1,Baillie,-43
2023-07-02,5,BDCHW-1,Bad A Cheo,-23
2023-07-02,5,BETHW-1,Beinn Tharsuinn,-27
2023-07-02,5,BHLAW-1,Bhlaraidh,-60.95
2023-07-02,5,BLARW-1,Blary Hill,-15
2023-07-02,5,BLKWW-1,Blackcraig,-47.5
2023-07-02,5,BLLA-1,Black Law,-54.184
2023-07-02,5,BLLA-2,Black Law Ext 1,-32.166
2023-07-02,5,BNWKW-1,Burn of Whilk,-16.5
2023-07-02,5,BOWLW-1,Barrow,-8.896
2023-07-02,5,BRDUW-1,Braes of Doune,-22
2023-07-02,5,BRYBW-1,Berry Burn,-38
2023-07-02,5,BTUIW-2,Beinn an Tuirc Ext,-33.05
2023-07-02,5,BTUIW-3,Beinn an Tuirc Phase 3,-39.184
2023-07-02,5,CAIRW-2,Cairn Uish 2 (Rothes 2),-41
2023-07-02,5,CLDCW-1,Clyde Central,-137
2023-07-02,5,CLDNW-1,Clyde North,-142
2023-07-02,5,CLDRW-1,Clashindarroch,-34
2023-07-02,5,CLDSW-1,Clyde South,-96.034
2023-07-02,5,CRDEW-1,Crossdykes,-13
2023-07-02,5,CREAW-1,Creag Riabhach,-79.07
2023-07-02,5,CRGHW-1,Carraig Gheal,-17.55
2023-07-02,5,CRGTW-1,Craig II,-3.4
2023-07-02,5,CRMLW-1,Corriemoillie,-43
2023-07-02,5,CRYRW-2,Crystal Rig 2,-94
2023-07-02,5,CRYRW-3,Crystal Rig 3,-14
2023-07-02,5,DALSW-1,Dalswinton,-19.5
2023-07-02,5,DNLWW-1,Dun Law,-8.8
2023-07-02,5,DOUGW-1,Douglas West,-45
2023-07-02,5,DRSLW-1,Dersalloch,-61.85
2023-07-02,5,EDINW-1,Edinbane,-15.5
2023-07-02,5,EWHLW-1,Ewe Hill,-16.934
2023-07-02,5,FAARW-1,Farr 1,-45
2023-07-02,5,FAARW-2,Farr 2,-44
2023-07-02,5,GDSTW-1,Gordonstown Hill,-13
2023-07-02,5,GLNKW-1,Glen Kyllachy,-16.956
2023-07-02,5,GLOFW-1,Glens of Foudland,-22.5
2023-07-02,5,GLWSW-1,Galawhistle,-53
2023-07-02,5,GNAPW-1,Glen App,-16.016
2023-07-02,5,GORDW-1,Gordonbush,-66.016
2023-07-02,5,GORDW-2,Gordonbush Ext,-38
2023-07-02,5,GRIFW-2,Griffin 2,-56.95
2023-07-02,5,HALSW-1,Halsary Forest,-27
2023-07-02,5,HLTWW-1,Hill of Towie,-41
2023-07-02,5,HRHLW-1,Hare Hill Ext,-25.016
2023-07-02,5,HRSTW-1,Harestanes,-65.8
2023-07-02,5,LCLTW-1,Lochluichart,-60.5
2023-07-02,5,MDHLW-1,Mid Hill,-31
2023-07-02,5,MIDMW-1,Middle Muir,-17.5
2023-07-02,5,MINSW-1,Minsca,-22.5
2023-07-02,5,MKHLW-1,Mark Hill,-19.284
2023-07-02,5,MOYEW-1,Moy,-35
2023-07-02,5,SAKNW-1,Sandy Knowe,-68
2023-07-02,5,SANQW-1,Sanquhar,-30
2023-07-02,5,STLGW-1,Stronelairg 1,-55
2023-07-02,5,STLGW-2,Stronelairg 2,-52.5
2023-07-02,5,STLGW-3,Stronelairg 3,-58
2023-07-02,5,STRNW-1,Strathy North,-65
2023-07-02,5,TDBNW-1,Toddleburn,-11.884
2023-07-02,5,TMNCW-1,Tom Nan Clach,-39
2023-07-02,5,TULWW-1,Tullo,-8
2023-07-02,5,TULWW-2,Tullo Ext,-11
2023-07-02,5,TWSHW-1,Twentyshilling Hill,-28
2023-07-02,5,WDRGW-1,Windy Rig,-43
2023-07-02,5,WHIHW-1,Whiteside Hill,-27
2023-07-02,5,WHILW-1,Whitelee 1,-195.684
2023-07-02,5,WHILW-2,Whitelee 2,-126.816
2023-07-02,5,WISTW-2,Brockloch Rig,-61
2023-07-02,6,ABRTW-1,Auchrobert,-36
2023-07-02,6,AKGLW-2,Aikengall 2,-62
2023-07-02,6,AKGLW-3,Aikengall 3,-77
2023-07-02,6,ARCHW-1,Arecleoch,-98.016
2023-07-02,6,ASHWW-1,Andershaw,-21.454
2023-07-02,6,BABAW-1,Baillie,-43
2023-07-02,6,BDCHW-1,Bad A Cheo,-23
2023-07-02,6,BETHW-1,Beinn Tharsuinn,-26.016
2023-07-02,6,BHLAW-1,Bhlaraidh,-57.984
2023-07-02,6,BLARW-1,Blary Hill,-15
2023-07-02,6,BLKWW-1,Blackcraig,-46
2023-07-02,6,BLLA-1,Black Law,-54.984
2023-07-02,6,BLLA-2,Black Law Ext 1,-32
2023-07-02,6,BNWKW-1,Burn of Whilk,-16.5
2023-07-02,6,BRDUW-1,Braes of Doune,-21.5
2023-07-02,6,BRYBW-1,Berry Burn,-37
2023-07-02,6,BTUIW-2,Beinn an Tuirc Ext,-33.984
2023-07-02,6,BTUIW-3,Beinn an Tuirc Phase 3,-27.866
2023-07-02,6,CAIRW-2,Cairn Uish 2 (Rothes 2),-41
2023-07-02,6,CGTHW-1,Corriegarth,-42.9
2023-07-02,6,CLDCW-1,Clyde Central,-137.016
2023-07-02,6,CLDNW-1,Clyde North,-142
2023-07-02,6,CLDRW-1,Clashindarroch,-34
2023-07-02,6,CLDSW-1,Clyde South,-98
2023-07-02,6,CRDEW-1,Crossdykes,-12
2023-07-02,6,CREAW-1,Creag Riabhach,-0.196
2023-07-02,6,CRMLW-1,Corriemoillie,-43
2023-07-02,6,CRYRW-2,Crystal Rig 2,-94
2023-07-02,6,CRYRW-3,Crystal Rig 3,-14
2023-07-02,6,DALSW-1,Dalswinton,-20.5
2023-07-02,6,DOUGW-1,Douglas West,-45
2023-07-02,6,DRSLW-1,Dersalloch,-62
2023-07-02,6,DUNGW-1,Dunmaglass,-15.416
2023-07-02,6,EDINW-1,Edinbane,-15
2023-07-02,6,EWHLW-1,Ewe Hill,-17
2023-07-02,6,FAARW-1,Farr 1,-44.5
2023-07-02,6,FAARW-2,Farr 2,-44
2023-07-02,6,GDSTW-1,Gordonstown Hill,-13
2023-07-02,6,GLNKW-1,Glen Kyllachy,-12.834
2023-07-02,6,GLOFW-1,Glens of Foudland,-22
2023-07-02,6,GLWSW-1,Galawhistle,-53
2023-07-02,6,GNAPW-1,Glen App,-16
2023-07-02,6,GORDW-1,Gordonbush,-67
2023-07-02,6,GORDW-2,Gordonbush Ext,-38
2023-07-02,6,GRIFW-1,Griffin 1,-13.484
2023-07-02,6,GRIFW-2,Griffin 2,-53.984
2023-07-02,6,HALSW-1,Halsary Forest,-27
2023-07-02,6,HLTWW-1,Hill of Towie,-41
2023-07-02,6,HRHLW-1,Hare Hill Ext,-25.984
2023-07-02,6,HRSTW-1,Harestanes,-63.05
2023-07-02,6,LCLTW-1,Lochluichart,-58.5
2023-07-02,6,MDHLW-1,Mid Hill,-30.5
2023-07-02,6,MIDMW-1,Middle Muir,-16
2023-07-02,6,MINSW-1,Minsca,-23.5
2023-07-02,6,MOYEW-1,Moy,-30
2023-07-02,6,PNYCW-1,Pen-y-Cymoedd,-37.266
2023-07-02,6,RCBKO-1,Race Bank 1,-80.878
2023-07-02,6,SAKNW-1,Sandy Knowe,-67.5
2023-07-02,6,SANQW-1,Sanquhar,-30
2023-07-02,6,STLGW-1,Stronelairg 1,-54
2023-07-02,6,STLGW-2,Stronelairg 2,-13.65
2023-07-02,6,STLGW-3,Stronelairg 3,-57
2023-07-02,6,STRNW-1,Strathy North,-64
2023-07-02,6,TDBNW-1,Toddleburn,-4.25
2023-07-02,6,TMNCW-1,Tom Nan Clach,-39
