Date,Settlement_Period,Generator_Name,Generator_Full_Name,BOA_Volume
2023-04-04,11,BHLAW-1,Bhlaraidh,-31.016
2023-04-04,11,BRDUW-1,Braes of Doune,-5.5
2023-04-04,11,BTUIW-3,Beinn an Tuirc Phase 3,-32.034
2023-04-04,11,CAIRW-2,Cairn Uish 2 (Rothes 2),-1.834
2023-04-04,11,CLDRW-1,Clashindarroch,-8
2023-04-04,11,CRDEW-1,Crossdykes,-7.334
2023-04-04,11,CRDEW-2,Crossdykes 2,-7.334
2023-04-04,11,DOREW-1,Dorenell 1,-39.5
2023-04-04,11,DOREW-2,Dorenell 2,-33.5
2023-04-04,11,DOUGW-1,Douglas West,-28
2023-04-04,11,GORDW-2,Gordonbush Ext,-4.016
2023-04-04,11,HALSW-1,Halsary Forest,-11
2023-04-04,11,KPMRW-1,Kype Muir,-38.5
2023-04-04,11,MIDMW-1,Middle Muir,-16.5
2023-04-04,11,MOWEO-1,Moray Firth Eastern 1,-155
2023-04-04,11,MOWEO-3,Moray Firth Eastern 3,-83
2023-04-04,11,SAKNW-1,Sandy Knowe,-39.598
2023-04-04,11,SANQW-1,Sanquhar,-25.5
2023-04-04,11,STRNW-1,Strathy North,-8.25
2023-04-04,11,TMNCW-1,Tom Nan Clach,-33.8
2023-04-04,11,TWSHW-1,Twentyshilling Hill,-28
2023-04-04,11,WDRGW-1,Windy Rig,-34.226
2023-04-04,12,AKGLW-2,Aikengall 2,-1.344
2023-04-04,12,AKGLW-3,Aikengall 3,-16.346
2023-04-04,12,BHLAW-1,Bhlaraidh,-13.334
2023-04-04,12,BTUIW-3,Beinn an Tuirc Phase 3,-12.034
2023-04-04,12,CLDRW-1,Clashindarroch,-3.75
2023-04-04,12,DOREW-1,Dorenell 1,-20.8
2023-04-04,12,DOREW-2,Dorenell 2,-19.8
2023-04-04,12,DOUGW-1,Douglas West,-12.526
2023-04-04,12,GORDW-2,Gordonbush Ext,-2.084
2023-04-04,12,HALSW-1,Halsary Forest,-3.75
2023-04-04,12,KPMRW-1,Kype Muir,-15.672
2023-04-04,12,MIDMW-1,Middle Muir,-7.476
2023-04-04,12,MOWEO-1,Moray Firth Eastern 1,-157
2023-04-04,12,MOWEO-3,Moray Firth Eastern 3,-84
2023-04-04,12,SANQW-1,Sanquhar,-1.25
2023-04-04,12,TWSHW-1,Twentyshilling Hill,-1.4
2023-04-04,12,WDRGW-1,Windy Rig,-2.324
2023-04-04,13,CLDNW-1,Clyde North,-68.934
2023-04-04,13,MOWEO-1,Moray Firth Eastern 1,-159
2023-04-04,13,MOWEO-3,Moray Firth Eastern 3,-87
2023-04-04,14,CLDNW-1,Clyde North,-41.666
2023-04-04,14,MOWEO-1,Moray Firth Eastern 1,-163
2023-04-04,14,MOWEO-3,Moray Firth Eastern 3,-59.15
2023-04-04,15,MOWEO-1,Moray Firth Eastern 1,-121.5
2023-04-04,16,MOWEO-1,Moray Firth Eastern 1,-6.8
2023-04-04,31,BTUIW-3,Beinn an Tuirc Phase 3,-21.934
2023-04-04,31,DOREW-1,Dorenell 1,-15.098
2023-04-04,31,DOREW-2,Dorenell 2,-18.824
2023-04-04,31,GORDW-2,Gordonbush Ext,-12.25
2023-04-04,32,AKGLW-3,Aikengall 3,-24.7
2023-04-04,32,BTUIW-3,Beinn an Tuirc Phase 3,-47
2023-04-04,32,CLDRW-1,Clashindarroch,-8.666
2023-04-04,32,CRDEW-1,Crossdykes,-7.6
2023-04-04,32,CRDEW-2,Crossdykes 2,-7.6
2023-04-04,32,DOREW-1,Dorenell 1,-50
2023-04-04,32,DOREW-2,Dorenell 2,-42.5
2023-04-04,32,GORDW-2,Gordonbush Ext,-21
2023-04-04,32,HALSW-1,Halsary Forest,-14.55
2023-04-04,32,KPMRW-1,Kype Muir,-47.05
2023-04-04,32,MIDMW-1,Middle Muir,-38.8
2023-04-04,33,AKGLW-3,Aikengall 3,-40
2023-04-04,33,BTUIW-3,Beinn an Tuirc Phase 3,-46.016
2023-04-04,33,CLDRW-1,Clashindarroch,-15
2023-04-04,33,CRDEW-1,Crossdykes,-12
2023-04-04,33,CRDEW-2,Crossdykes 2,-12
2023-04-04,33,DOREW-1,Dorenell 1,-52
2023-04-04,33,DOREW-2,Dorenell 2,-44
2023-04-04,33,GORDW-2,Gordonbush Ext,-21.016
2023-04-04,33,HALSW-1,Halsary Forest,-19
2023-04-04,33,KPMRW-1,Kype Muir,-52.5
2023-04-04,33,MIDMW-1,Middle Muir,-40.5
2023-04-04,34,AKGLW-2,Aikengall 2,-2.198
2023-04-04,34,AKGLW-3,Aikengall 3,-42
2023-04-04,34,BABAW-1,Baillie,-1.334
2023-04-04,34,BDCHW-1,Bad A Cheo,-3.066
2023-04-04,34,BHLAW-1,Bhlaraidh,-28.184
2023-04-04,34,BTUIW-3,Beinn an Tuirc Phase 3,-46
2023-04-04,34,CLDRW-1,Clashindarroch,-15
2023-04-04,34,CRDEW-1,Crossdykes,-12
2023-04-04,34,CRDEW-2,Crossdykes 2,-12
2023-04-04,34,DOREW-1,Dorenell 1,-51.5
2023-04-04,34,DOREW-2,Dorenell 2,-43.5
2023-04-04,34,DOUGW-1,Douglas West,-26.892
2023-04-04,34,GORDW-2,Gordonbush Ext,-21.016
2023-04-04,34,HALSW-1,Halsary Forest,-17
2023-04-04,34,KPMRW-1,Kype Muir,-55
2023-04-04,34,MIDMW-1,Middle Muir,-42.5
2023-04-04,35,AKGLW-2,Aikengall 2,-27
2023-04-04,35,AKGLW-3,Aikengall 3,-43.5
2023-04-04,35,BABAW-1,Baillie,-17
2023-04-04,35,BDCHW-1,Bad A Cheo,-8
2023-04-04,35,BHLAW-1,Bhlaraidh,-60
2023-04-04,35,BRYBW-1,Berry Burn,-1.9
2023-04-04,35,BTUIW-3,Beinn an Tuirc Phase 3,-46
2023-04-04,35,CLDRW-1,Clashindarroch,-15
2023-04-04,35,CRDEW-1,Crossdykes,-12
2023-04-04,35,CRDEW-2,Crossdykes 2,-12
2023-04-04,35,DOREW-1,Dorenell 1,-49.5
2023-04-04,35,DOREW-2,Dorenell 2,-42
2023-04-04,35,DOUGW-1,Douglas West,-34.5
2023-04-04,35,GORDW-2,Gordonbush Ext,-24
2023-04-04,35,HALSW-1,Halsary Forest,-17
2023-04-04,35,KPMRW-1,Kype Muir,-57
2023-04-04,35,MIDMW-1,Middle Muir,-43.5
2023-04-04,35,MOWEO-1,Moray Firth Eastern 1,-128.184
2023-04-04,35,MOWEO-3,Moray Firth Eastern 3,-44.634
2023-04-04,35,SANQW-1,Sanquhar,-28.5
2023-04-04,35,STRNW-1,Strathy North,-29.5
2023-04-04,36,AKGLW-2,Aikengall 2,-29
2023-04-04,36,AKGLW-3,Aikengall 3,-45
2023-04-04,36,BABAW-1,Baillie,-17
2023-04-04,36,BDCHW-1,Bad A Cheo,-8
2023-04-04,36,BHLAW-1,Bhlaraidh,-59.984
2023-04-04,36,BTUIW-3,Beinn an Tuirc Phase 3,-46
2023-04-04,36,CLDRW-1,Clashindarroch,-14.5
2023-04-04,36,CRDEW-1,Crossdykes,-12
2023-04-04,36,CRDEW-2,Crossdykes 2,-12
2023-04-04,36,DOREW-1,Dorenell 1,-47
2023-04-04,36,DOREW-2,Dorenell 2,-40
2023-04-04,36,DOUGW-1,Douglas West,-34
2023-04-04,36,GORDW-2,Gordonbush Ext,-24
2023-04-04,36,HALSW-1,Halsary Forest,-17
2023-04-04,36,KPMRW-1,Kype Muir,-59.5
2023-04-04,36,MIDMW-1,Middle Muir,-42
2023-04-04,36,MOWEO-1,Moray Firth Eastern 1,-189
2023-04-04,36,MOWEO-3,Moray Firth Eastern 3,-122
2023-04-04,36,SANQW-1,Sanquhar,-30
2023-04-04,36,STRNW-1,Strathy North,-31
2023-04-04,37,AKGLW-2,Aikengall 2,-31.5
2023-04-04,37,AKGLW-3,Aikengall 3,-47
2023-04-04,37,BABAW-1,Baillie,-17
2023-04-04,37,BDCHW-1,Bad A Cheo,-9
2023-04-04,37,BHLAW-1,Bhlaraidh,-59
2023-04-04,37,BTUIW-3,Beinn an Tuirc Phase 3,-45.016
2023-04-04,37,CLDRW-1,Clashindarroch,-14
2023-04-04,37,CRDEW-1,Crossdykes,-12
2023-04-04,37,CRDEW-2,Crossdykes 2,-12
2023-04-04,37,DOREW-1,Dorenell 1,-44.5
2023-04-04,37,DOREW-2,Dorenell 2,-37.5
2023-04-04,37,DOUGW-1,Douglas West,-34
2023-04-04,37,GORDW-2,Gordonbush Ext,-24
2023-04-04,37,HALSW-1,Halsary Forest,-17
2023-04-04,37,KPMRW-1,Kype Muir,-59
2023-04-04,37,MIDMW-1,Middle Muir,-41
2023-04-04,37,MOWEO-1,Moray Firth Eastern 1,-218
2023-04-04,37,MOWEO-3,Moray Firth Eastern 3,-153
2023-04-04,37,SANQW-1,Sanquhar,-30
2023-04-04,37,STRNW-1,Strathy North,-31
2023-04-04,38,AKGLW-2,Aikengall 2,-34.5
2023-04-04,38,AKGLW-3,Aikengall 3,-49.5
2023-04-04,38,BABAW-1,Baillie,-17
2023-04-04,38,BDCHW-1,Bad A Cheo,-10
2023-04-04,38,BHLAW-1,Bhlaraidh,-58.966
2023-04-04,38,BTUIW-3,Beinn an Tuirc Phase 3,-45.984
2023-04-04,38,CLDRW-1,Clashindarroch,-13
2023-04-04,38,CRDEW-1,Crossdykes,-12
2023-04-04,38,CRDEW-2,Crossdykes 2,-12
2023-04-04,38,DOREW-1,Dorenell 1,-41.5
2023-04-04,38,DOREW-2,Dorenell 2,-35
2023-04-04,38,DOUGW-1,Douglas West,-34.5
2023-04-04,38,GORDW-2,Gordonbush Ext,-24.016
2023-04-04,38,HALSW-1,Halsary Forest,-17
2023-04-04,38,KPMRW-1,Kype Muir,-60
2023-04-04,38,MIDMW-1,Middle Muir,-37
2023-04-04,38,MOWEO-1,Moray Firth Eastern 1,-256
2023-04-04,38,MOWEO-3,Moray Firth Eastern 3,-80.678
2023-04-04,38,SANQW-1,Sanquhar,-30
2023-04-04,38,STRNW-1,Strathy North,-31
2023-04-04,39,AKGLW-2,Aikengall 2,-38
2023-04-04,39,AKGLW-3,Aikengall 3,-52
2023-04-04,39,BABAW-1,Baillie,-17
2023-04-04,39,BDCHW-1,Bad A Cheo,-11
2023-04-04,39,BEATO-1,Beatrice 1,-7.284
2023-04-04,39,BHLAW-1,Bhlaraidh,-58.95
2023-04-04,39,BTUIW-3,Beinn an Tuirc Phase 3,-44.034
2023-04-04,39,CLDRW-1,Clashindarroch,-12.5
2023-04-04,39,CRDEW-1,Crossdykes,-12
2023-04-04,39,CRDEW-2,Crossdykes 2,-12
2023-04-04,39,DOREW-1,Dorenell 1,-39.5
2023-04-04,39,DOREW-2,Dorenell 2,-33.5
2023-04-04,39,DOUGW-1,Douglas West,-35.5
2023-04-04,39,GORDW-2,Gordonbush Ext,-23.016
2023-04-04,39,HALSW-1,Halsary Forest,-19
2023-04-04,39,KPMRW-1,Kype Muir,-58
2023-04-04,39,MIDMW-1,Middle Muir,-35.5
2023-04-04,39,MOWEO-1,Moray Firth Eastern 1,-284
2023-04-04,39,MOWEO-3,Moray Firth Eastern 3,-89.7
2023-04-04,39,SANQW-1,Sanquhar,-30
2023-04-04,39,STRNW-1,Strathy North,-28.016
2023-04-04,40,AKGLW-2,Aikengall 2,-41.5
2023-04-04,40,AKGLW-3,Aikengall 3,-54.5
2023-04-04,40,BABAW-1,Baillie,-16
2023-04-04,40,BDCHW-1,Bad A Cheo,-12
2023-04-04,40,BEATO-1,Beatrice 1,-56.234
2023-04-04,40,BEATO-3,Beatrice 3,-62.234
2023-04-04,40,BHLAW-1,Bhlaraidh,-55.966
2023-04-04,40,BTUIW-3,Beinn an Tuirc Phase 3,-44
2023-04-04,40,CLDRW-1,Clashindarroch,-13
2023-04-04,40,CRDEW-1,Crossdykes,-13
2023-04-04,40,CRDEW-2,Crossdykes 2,-13
2023-04-04,40,DOREW-1,Dorenell 1,-39
2023-04-04,40,DOREW-2,Dorenell 2,-33
2023-04-04,40,DOUGW-1,Douglas West,-36
2023-04-04,40,GORDW-2,Gordonbush Ext,-24.016
2023-04-04,40,HALSW-1,Halsary Forest,-18
2023-04-04,40,KPMRW-1,Kype Muir,-57
2023-04-04,40,MIDMW-1,Middle Muir,-35
2023-04-04,40,MOWEO-1,Moray Firth Eastern 1,-300
2023-04-04,40,MOWEO-3,Moray Firth Eastern 3,-212
2023-04-04,40,SANQW-1,Sanquhar,-30
2023-04-04,40,STRNW-1,Strathy North,-29
2023-04-04,41,AKGLW-2,Aikengall 2,-45
2023-04-04,41,AKGLW-3,Aikengall 3,-57
2023-04-04,41,BABAW-1,Baillie,-16
2023-04-04,41,BDCHW-1,Bad A Cheo,-13
2023-04-04,41,BEATO-1,Beatrice 1,-29.25
2023-04-04,41,BEATO-3,Beatrice 3,-3.65
2023-04-04,41,BHLAW-1,Bhlaraidh,-53.984
2023-04-04,41,BTUIW-3,Beinn an Tuirc Phase 3,-44
2023-04-04,41,CLDRW-1,Clashindarroch,-13
2023-04-04,41,CRDEW-1,Crossdykes,-13
2023-04-04,41,CRDEW-2,Crossdykes 2,-13
2023-04-04,41,DOREW-1,Dorenell 1,-39.5
2023-04-04,41,DOREW-2,Dorenell 2,-33.5
2023-04-04,41,DOUGW-1,Douglas West,-36.5
2023-04-04,41,GORDW-2,Gordonbush Ext,-26
2023-04-04,41,HALSW-1,Halsary Forest,-19
2023-04-04,41,KPMRW-1,Kype Muir,-55.5
2023-04-04,41,MIDMW-1,Middle Muir,-35
2023-04-04,41,MOWEO-1,Moray Firth Eastern 1,-300
2023-04-04,41,MOWEO-3,Moray Firth Eastern 3,-246.134
2023-04-04,41,SANQW-1,Sanquhar,-30
2023-04-04,41,STRNW-1,Strathy North,-29.016
2023-04-04,41,TWSHW-1,Twentyshilling Hill,-21.934
2023-04-04,42,AKGLW-2,Aikengall 2,-48.5
2023-04-04,42,AKGLW-3,Aikengall 3,-59
2023-04-04,42,BABAW-1,Baillie,-17
2023-04-04,42,BDCHW-1,Bad A Cheo,-13
2023-04-04,42,BHLAW-1,Bhlaraidh,-52.984
2023-04-04,42,BTUIW-3,Beinn an Tuirc Phase 3,-41.05
2023-04-04,42,CLDRW-1,Clashindarroch,-12
2023-04-04,42,CRDEW-1,Crossdykes,-13
2023-04-04,42,CRDEW-2,Crossdykes 2,-13
2023-04-04,42,DOREW-1,Dorenell 1,-41
2023-04-04,42,DOREW-2,Dorenell 2,-34.5
2023-04-04,42,DOUGW-1,Douglas West,-37.5
2023-04-04,42,GORDW-2,Gordonbush Ext,-26
2023-04-04,42,HALSW-1,Halsary Forest,-20
2023-04-04,42,KPMRW-1,Kype Muir,-65
2023-04-04,42,MIDMW-1,Middle Muir,-37.5
2023-04-04,42,MOWEO-1,Moray Firth Eastern 1,-300
2023-04-04,42,MOWEO-3,Moray Firth Eastern 3,-264
2023-04-04,42,SANQW-1,Sanquhar,-30
2023-04-04,42,STRNW-1,Strathy North,-29.016
2023-04-04,42,TWSHW-1,Twentyshilling Hill,-28
2023-04-04,43,AKGLW-2,Aikengall 2,-50.5
2023-04-04,43,AKGLW-3,Aikengall 3,-61
2023-04-04,43,BABAW-1,Baillie,-18
2023-04-04,43,BDCHW-1,Bad A Cheo,-14
2023-04-04,43,BHLAW-1,Bhlaraidh,-51
2023-04-04,43,BTUIW-3,Beinn an Tuirc Phase 3,-41
2023-04-04,43,CAIRW-2,Cairn Uish 2 (Rothes 2),-15.492
2023-04-04,43,CLDCW-1,Clyde Central,-41.05
2023-04-04,43,CLDNW-1,Clyde North,-73.516
2023-04-04,43,CLDRW-1,Clashindarroch,-12
2023-04-04,43,CRDEW-1,Crossdykes,-13
2023-04-04,43,CRDEW-2,Crossdykes 2,-13
2023-04-04,43,DOREW-1,Dorenell 1,-43
2023-04-04,43,DOREW-2,Dorenell 2,-36
2023-04-04,43,DOUGW-1,Douglas West,-38.5
2023-04-04,43,DUNGW-1,Dunmaglass,-52.65
2023-04-04,43,GLNKW-1,Glen Kyllachy,-22.98
2023-04-04,43,GORDW-2,Gordonbush Ext,-24.984
2023-04-04,43,HADHW-1,Hadyard Hill,-9.034
2023-04-04,43,HALSW-1,Halsary Forest,-21
2023-04-04,43,KPMRW-1,Kype Muir,-67
2023-04-04,43,MIDMW-1,Middle Muir,-37.5
2023-04-04,43,MOWEO-1,Moray Firth Eastern 1,-300
2023-04-04,43,MOWEO-3,Moray Firth Eastern 3,-267
2023-04-04,43,SAKNW-1,Sandy Knowe,-45.51
2023-04-04,43,SANQW-1,Sanquhar,-30
2023-04-04,43,STRNW-1,Strathy North,-30
2023-04-04,43,TMNCW-1,Tom Nan Clach,-29.9
2023-04-04,43,TWSHW-1,Twentyshilling Hill,-28
2023-04-04,43,WDRGW-1,Windy Rig,-31.238
2023-04-04,44,ABRTW-1,Auchrobert,-2.666
2023-04-04,44,AKGLW-2,Aikengall 2,-52
2023-04-04,44,AKGLW-3,Aikengall 3,-62.5
2023-04-04,44,ASLVW-1,Assel Valley,-6.25
2023-04-04,44,BABAW-1,Baillie,-19
2023-04-04,44,BDCHW-1,Bad A Cheo,-14
2023-04-04,44,BHLAW-1,Bhlaraidh,-51
2023-04-04,44,BNWKW-1,Burn of Whilk,-3.45
2023-04-04,44,BTUIW-3,Beinn an Tuirc Phase 3,-41.984
2023-04-04,44,CAIRW-2,Cairn Uish 2 (Rothes 2),-20
2023-04-04,44,CLDCW-1,Clyde Central,-123.05
2023-04-04,44,CLDNW-1,Clyde North,-142.05
2023-04-04,44,CLDRW-1,Clashindarroch,-12
2023-04-04,44,CRDEW-1,Crossdykes,-13
2023-04-04,44,CRDEW-2,Crossdykes 2,-13
2023-04-04,44,DOREW-1,Dorenell 1,-45
2023-04-04,44,DOREW-2,Dorenell 2,-38
2023-04-04,44,DOUGW-1,Douglas West,-39.5
2023-04-04,44,DUNGW-1,Dunmaglass,-83
2023-04-04,44,GLNKW-1,Glen Kyllachy,-31
2023-04-04,44,GORDW-1,Gordonbush,-19.134
2023-04-04,44,GORDW-2,Gordonbush Ext,-24
2023-04-04,44,GRIFW-1,Griffin 1,-4.25
2023-04-04,44,GRIFW-2,Griffin 2,-4.25
2023-04-04,44,HADHW-1,Hadyard Hill,-74.966
2023-04-04,44,HALSW-1,Halsary Forest,-21
2023-04-04,44,KPMRW-1,Kype Muir,-67.5
2023-04-04,44,LCLTW-1,Lochluichart,-4.666
2023-04-04,44,MIDMW-1,Middle Muir,-33
2023-04-04,44,MOWEO-1,Moray Firth Eastern 1,-300
2023-04-04,44,MOWEO-3,Moray Firth Eastern 3,-263
2023-04-04,44,MOYEW-1,Moy,-11.848
2023-04-04,44,SAKNW-1,Sandy Knowe,-55
2023-04-04,44,SANQW-1,Sanquhar,-29.5
2023-04-04,44,STLGW-1,Stronelairg 1,-13.016
2023-04-04,44,STLGW-2,Stronelairg 2,-15.25
2023-04-04,44,STLGW-3,Stronelairg 3,-13.766
