Sett_Date,Sett_Period,Scottish Wind Output,England/Wales Wind Output,Total
2019-04-13,2,2860.652,2821.354,5682.006
2019-04-13,3,2962.628,2896.47,5859.098
2019-04-13,4,2991.928,3083.122,6075.05
2019-04-13,5,2967.75,3065.9,6033.65
2019-04-13,6,2913.196,3043.162,5956.358
2019-04-13,7,2905.036,3001.72,5906.756
2019-04-13,8,2842.916,3013.5,5856.416
2019-04-13,9,2927.39,2746.01,5673.4
2019-04-13,10,3007.602,2752.36,5759.962
2019-04-13,11,3141.904,2848.816,5990.72
2019-04-13,12,3242.616,2971.584,6214.2
2019-04-13,13,3318.008,2888.678,6206.686
