Date,Settlement_Period,Generator_Name,Generator_Full_Name,BOA_Volume
2024-04-02,4,SGRWO-5,Seagreen 5,-50.984
2024-04-02,5,BHLAW-1,Bhlaraidh,-23.116
2024-04-02,5,GORDW-2,Gordonbush Ext,-26.95
2024-04-02,5,SGRWO-1,Seagreen 1,-159.884
2024-04-02,5,SGRWO-2,Seagreen 2,-24.1
2024-04-02,5,SGRWO-4,Seagreen 4,-77.934
2024-04-02,5,SGRWO-5,Seagreen 5,-34.634
2024-04-02,6,BHLAW-1,Bhlaraidh,-31.966
2024-04-02,6,GORDW-2,Gordonbush Ext,-23.966
2024-04-02,6,SGRWO-1,Seagreen 1,-152.9
2024-04-02,6,SGRWO-4,Seagreen 4,-10.4
2024-04-02,7,BHLAW-1,Bhlaraidh,-26.834
2024-04-02,7,GORDW-2,Gordonbush Ext,-1.15
2024-04-02,7,SGRWO-1,Seagreen 1,-48.166
2024-04-02,8,BHLAW-1,Bhlaraidh,-12.95
2024-04-02,9,BHLAW-1,Bhlaraidh,-17.8
2024-04-02,9,BTUIW-3,Beinn an Tuirc Phase 3,-5.25
2024-04-02,9,GORDW-2,Gordonbush Ext,-14.25
2024-04-02,9,SGRWO-1,Seagreen 1,-114.866
2024-04-02,9,SGRWO-2,Seagreen 2,-7.366
2024-04-02,9,SGRWO-3,Seagreen 3,-15.584
2024-04-02,9,SGRWO-4,Seagreen 4,-13.066
2024-04-02,9,SGRWO-5,Seagreen 5,-6.75
2024-04-02,9,SGRWO-6,Seagreen 6,-156.85
2024-04-02,10,BHLAW-1,Bhlaraidh,-3.3
2024-04-02,10,BTUIW-3,Beinn an Tuirc Phase 3,-8
2024-04-02,10,GORDW-2,Gordonbush Ext,-19
2024-04-02,10,SGRWO-1,Seagreen 1,-150.116
2024-04-02,10,SGRWO-2,Seagreen 2,-50.034
2024-04-02,10,SGRWO-3,Seagreen 3,-116.05
2024-04-02,10,SGRWO-4,Seagreen 4,-101.05
2024-04-02,10,SGRWO-5,Seagreen 5,-58.016
2024-04-02,10,SGRWO-6,Seagreen 6,-193.95
2024-04-02,11,BTUIW-3,Beinn an Tuirc Phase 3,-5.7
2024-04-02,11,GORDW-2,Gordonbush Ext,-18.05
2024-04-02,11,SGRWO-1,Seagreen 1,-10.916
2024-04-02,11,SGRWO-2,Seagreen 2,-46.916
2024-04-02,11,SGRWO-3,Seagreen 3,-118.95
2024-04-02,11,SGRWO-4,Seagreen 4,-102.934
2024-04-02,11,SGRWO-5,Seagreen 5,-57.3
2024-04-02,11,SGRWO-6,Seagreen 6,-3.2
2024-04-02,32,GORDW-2,Gordonbush Ext,-21.266
2024-04-02,32,HALSW-1,Halsary Forest,-20
2024-04-02,33,BABAW-1,Baillie,-8.1
2024-04-02,33,BRYBW-1,Berry Burn,-0.3
2024-04-02,33,CRMLW-1,Corriemoillie,-0.168
2024-04-02,33,GORDW-2,Gordonbush Ext,-26.034
2024-04-02,33,HALSW-1,Halsary Forest,-24
2024-04-02,34,BABAW-1,Baillie,-35
2024-04-02,34,BHLAW-1,Bhlaraidh,-54.15
2024-04-02,34,BRYBW-1,Berry Burn,-20.566
2024-04-02,34,CAIRW-2,Cairn Uish 2 (Rothes 2),-2.74
2024-04-02,34,CRMLW-1,Corriemoillie,-10
2024-04-02,34,GLNKW-1,Glen Kyllachy,-7.866
2024-04-02,34,GORDW-2,Gordonbush Ext,-28.016
2024-04-02,34,HALSW-1,Halsary Forest,-25
2024-04-02,34,STLGW-1,Stronelairg 1,-9.166
2024-04-02,34,STLGW-2,Stronelairg 2,-20.8
2024-04-02,34,STLGW-3,Stronelairg 3,-7
2024-04-02,34,TMNCW-1,Tom Nan Clach,-11.6
2024-04-02,35,BABAW-1,Baillie,-35
2024-04-02,35,BHLAW-1,Bhlaraidh,-14.25
2024-04-02,35,BRYBW-1,Berry Burn,-22
2024-04-02,35,CRMLW-1,Corriemoillie,-3.584
2024-04-02,35,GLNKW-1,Glen Kyllachy,-17.5
2024-04-02,35,GORDW-2,Gordonbush Ext,-29.016
2024-04-02,35,HALSW-1,Halsary Forest,-25
2024-04-02,35,STLGW-1,Stronelairg 1,-0.5
2024-04-02,35,TMNCW-1,Tom Nan Clach,-1.808
2024-04-02,36,BABAW-1,Baillie,-35
2024-04-02,36,BRYBW-1,Berry Burn,-3.684
2024-04-02,36,GLNKW-1,Glen Kyllachy,-1.086
2024-04-02,36,GORDW-2,Gordonbush Ext,-30.016
2024-04-02,36,HALSW-1,Halsary Forest,-26
2024-04-02,37,BABAW-1,Baillie,-35
2024-04-02,37,BHLAW-1,Bhlaraidh,-51
2024-04-02,37,CRMLW-1,Corriemoillie,-9.5
2024-04-02,37,GLNKW-1,Glen Kyllachy,-10.834
2024-04-02,37,GORDW-2,Gordonbush Ext,-31
2024-04-02,37,HALSW-1,Halsary Forest,-26
2024-04-02,37,STLGW-1,Stronelairg 1,-16.566
2024-04-02,37,STLGW-2,Stronelairg 2,-29.05
2024-04-02,37,STLGW-3,Stronelairg 3,-25.316
2024-04-02,37,TMNCW-1,Tom Nan Clach,-17.952
2024-04-02,38,BABAW-1,Baillie,-36
2024-04-02,38,BHLAW-1,Bhlaraidh,-60.016
2024-04-02,38,CRMLW-1,Corriemoillie,-10.5
2024-04-02,38,GLNKW-1,Glen Kyllachy,-13.5
2024-04-02,38,GORDW-2,Gordonbush Ext,-31
2024-04-02,38,HALSW-1,Halsary Forest,-27
2024-04-02,38,STLGW-1,Stronelairg 1,-21.984
2024-04-02,38,STLGW-2,Stronelairg 2,-33
2024-04-02,38,STLGW-3,Stronelairg 3,-17
2024-04-02,38,TMNCW-1,Tom Nan Clach,-23
2024-04-02,39,BABAW-1,Baillie,-36
2024-04-02,39,BHLAW-1,Bhlaraidh,-61
2024-04-02,39,CRMLW-1,Corriemoillie,-10.5
2024-04-02,39,GLNKW-1,Glen Kyllachy,-14
2024-04-02,39,GORDW-2,Gordonbush Ext,-31
2024-04-02,39,HALSW-1,Halsary Forest,-28
2024-04-02,39,STLGW-1,Stronelairg 1,-20.984
2024-04-02,39,STLGW-2,Stronelairg 2,-33
2024-04-02,39,STLGW-3,Stronelairg 3,-17
2024-04-02,39,TMNCW-1,Tom Nan Clach,-32
2024-04-02,40,BABAW-1,Baillie,-37
2024-04-02,40,BHLAW-1,Bhlaraidh,-61.016
2024-04-02,40,CRMLW-1,Corriemoillie,-10
2024-04-02,40,GLNKW-1,Glen Kyllachy,-14
2024-04-02,40,GORDW-2,Gordonbush Ext,-31.016
2024-04-02,40,HALSW-1,Halsary Forest,-28
2024-04-02,40,STLGW-1,Stronelairg 1,-19.984
2024-04-02,40,STLGW-2,Stronelairg 2,-33
2024-04-02,40,STLGW-3,Stronelairg 3,-17
2024-04-02,40,TMNCW-1,Tom Nan Clach,-32.5
2024-04-02,41,BABAW-1,Baillie,-37
2024-04-02,41,BHLAW-1,Bhlaraidh,-62
2024-04-02,41,CRMLW-1,Corriemoillie,-0.846
2024-04-02,41,GLNKW-1,Glen Kyllachy,-3.302
2024-04-02,41,GORDW-2,Gordonbush Ext,-32.016
2024-04-02,41,HALSW-1,Halsary Forest,-28
2024-04-02,41,STLGW-1,Stronelairg 1,-19.016
2024-04-02,41,STLGW-2,Stronelairg 2,-17.05
2024-04-02,41,STLGW-3,Stronelairg 3,-17
2024-04-02,41,TMNCW-1,Tom Nan Clach,-32.5
2024-04-02,42,BABAW-1,Baillie,-37
2024-04-02,42,BHLAW-1,Bhlaraidh,-62
2024-04-02,42,GORDW-2,Gordonbush Ext,-33
2024-04-02,42,HALSW-1,Halsary Forest,-28
2024-04-02,42,STLGW-1,Stronelairg 1,-20
2024-04-02,42,STLGW-2,Stronelairg 2,-1.9
2024-04-02,42,STLGW-3,Stronelairg 3,-17
2024-04-02,42,TMNCW-1,Tom Nan Clach,-7.466
2024-04-02,43,BABAW-1,Baillie,-37
2024-04-02,43,BHLAW-1,Bhlaraidh,-62.016
2024-04-02,43,GORDW-2,Gordonbush Ext,-33
2024-04-02,43,HALSW-1,Halsary Forest,-28
2024-04-02,43,STLGW-1,Stronelairg 1,-26.784
2024-04-02,43,STLGW-2,Stronelairg 2,-31.466
2024-04-02,43,STLGW-3,Stronelairg 3,-17.034
2024-04-02,44,BABAW-1,Baillie,-37
2024-04-02,44,BHLAW-1,Bhlaraidh,-63.016
2024-04-02,44,BRYBW-1,Berry Burn,-15.25
2024-04-02,44,CRMLW-1,Corriemoillie,-13.016
2024-04-02,44,GORDW-2,Gordonbush Ext,-33
2024-04-02,44,HALSW-1,Halsary Forest,-27
2024-04-02,44,STLGW-1,Stronelairg 1,-4.95
2024-04-02,44,STLGW-3,Stronelairg 3,-4.75
2024-04-02,45,BABAW-1,Baillie,-31.4
2024-04-02,45,BHLAW-1,Bhlaraidh,-34.834
2024-04-02,45,BRYBW-1,Berry Burn,-14.016
2024-04-02,45,CRMLW-1,Corriemoillie,-8.21
2024-04-02,45,GORDW-2,Gordonbush Ext,-33
2024-04-02,45,HALSW-1,Halsary Forest,-27
2024-04-02,46,BHLAW-1,Bhlaraidh,-42
2024-04-02,46,GORDW-2,Gordonbush Ext,-33
2024-04-02,46,HALSW-1,Halsary Forest,-6.3
2024-04-02,47,BHLAW-1,Bhlaraidh,-42
2024-04-02,47,GORDW-2,Gordonbush Ext,-6.05
2024-04-02,48,BHLAW-1,Bhlaraidh,-20.3
2024-04-03,3,BHLAW-1,Bhlaraidh,-9.6
2024-04-03,4,BHLAW-1,Bhlaraidh,-44.016
2024-04-03,5,BHLAW-1,Bhlaraidh,-44.116
2024-04-03,6,BHLAW-1,Bhlaraidh,-26.55
2024-04-03,7,GORDW-2,Gordonbush Ext,-30.934
2024-04-03,8,GORDW-2,Gordonbush Ext,-5.4
2024-04-03,9,GORDW-2,Gordonbush Ext,-12.6
2024-04-03,10,BABAW-1,Baillie,-0.912
2024-04-03,10,GORDW-2,Gordonbush Ext,-24.6
2024-04-03,10,HALSW-1,Halsary Forest,-3.734
2024-04-03,11,BABAW-1,Baillie,-43.706
2024-04-03,11,GORDW-2,Gordonbush Ext,-8.034
2024-04-03,11,HALSW-1,Halsary Forest,-28
2024-04-03,12,BABAW-1,Baillie,-4.316
2024-04-03,12,GORDW-2,Gordonbush Ext,-38
2024-04-03,12,HALSW-1,Halsary Forest,-27
2024-04-03,13,GORDW-2,Gordonbush Ext,-38
2024-04-03,13,HALSW-1,Halsary Forest,-28
2024-04-03,14,BABAW-1,Baillie,-35.834
2024-04-03,14,BHLAW-1,Bhlaraidh,-52.684
2024-04-03,14,BRYBW-1,Berry Burn,-13.85
2024-04-03,14,CRMLW-1,Corriemoillie,-10.75
2024-04-03,14,GORDW-2,Gordonbush Ext,-38
2024-04-03,14,HALSW-1,Halsary Forest,-27
2024-04-03,14,SGRWO-2,Seagreen 2,-34.516
2024-04-03,14,SGRWO-3,Seagreen 3,-6.334
2024-04-03,14,SGRWO-4,Seagreen 4,-2.066
2024-04-03,14,SGRWO-5,Seagreen 5,-39.766
2024-04-03,14,TMNCW-1,Tom Nan Clach,-18.2
2024-04-03,15,BABAW-1,Baillie,-44
2024-04-03,15,BHLAW-1,Bhlaraidh,-85.034
2024-04-03,15,BRYBW-1,Berry Burn,-21
2024-04-03,15,CRMLW-1,Corriemoillie,-14.5
2024-04-03,15,GORDW-2,Gordonbush Ext,-38
2024-04-03,15,HALSW-1,Halsary Forest,-27
2024-04-03,15,SGRWO-1,Seagreen 1,-170.45
2024-04-03,15,SGRWO-2,Seagreen 2,-63.016
2024-04-03,15,SGRWO-3,Seagreen 3,-112.034
2024-04-03,15,SGRWO-4,Seagreen 4,-98.034
2024-04-03,15,SGRWO-5,Seagreen 5,-72.016
2024-04-03,15,STLGW-2,Stronelairg 2,-36
2024-04-03,15,TMNCW-1,Tom Nan Clach,-24
2024-04-03,16,BABAW-1,Baillie,-46
2024-04-03,16,BHLAW-1,Bhlaraidh,-87.034
2024-04-03,16,BRYBW-1,Berry Burn,-21
2024-04-03,16,CRMLW-1,Corriemoillie,-11.5
2024-04-03,16,GORDW-2,Gordonbush Ext,-38
2024-04-03,16,HALSW-1,Halsary Forest,-28
2024-04-03,16,MOWEO-3,Moray Firth Eastern 3,-1.666
2024-04-03,16,SGRWO-1,Seagreen 1,-205.05
2024-04-03,16,SGRWO-2,Seagreen 2,-64
2024-04-03,16,SGRWO-3,Seagreen 3,-114.034
2024-04-03,16,SGRWO-4,Seagreen 4,-100.016
2024-04-03,16,SGRWO-5,Seagreen 5,-73.016
2024-04-03,16,SGRWO-6,Seagreen 6,-1.25
2024-04-03,16,STLGW-2,Stronelairg 2,-13.6
2024-04-03,16,STLGW-3,Stronelairg 3,-13.05
2024-04-03,16,TMNCW-1,Tom Nan Clach,-24
2024-04-03,17,BABAW-1,Baillie,-47
2024-04-03,17,BHLAW-1,Bhlaraidh,-88.034
2024-04-03,17,BRYBW-1,Berry Burn,-21
2024-04-03,17,CRMLW-1,Corriemoillie,-10
2024-04-03,17,GORDW-2,Gordonbush Ext,-38
2024-04-03,17,HALSW-1,Halsary Forest,-28
2024-04-03,17,MOWEO-3,Moray Firth Eastern 3,-68
2024-04-03,17,SGRWO-1,Seagreen 1,-208.084
2024-04-03,17,SGRWO-2,Seagreen 2,-64.016
2024-04-03,17,SGRWO-3,Seagreen 3,-116.034
2024-04-03,17,SGRWO-4,Seagreen 4,-101.034
2024-04-03,17,SGRWO-5,Seagreen 5,-74.016
2024-04-03,17,SGRWO-6,Seagreen 6,-239.234
2024-04-03,17,STLGW-1,Stronelairg 1,-23.484
2024-04-03,17,STLGW-3,Stronelairg 3,-27
2024-04-03,17,TMNCW-1,Tom Nan Clach,-24
2024-04-03,18,BABAW-1,Baillie,-49
2024-04-03,18,BHLAW-1,Bhlaraidh,-90.016
2024-04-03,18,BRYBW-1,Berry Burn,-22
2024-04-03,18,CRMLW-1,Corriemoillie,-10
2024-04-03,18,GORDW-2,Gordonbush Ext,-38
2024-04-03,18,HALSW-1,Halsary Forest,-28
2024-04-03,18,MOWEO-3,Moray Firth Eastern 3,-1.15
2024-04-03,18,SGRWO-1,Seagreen 1,-213.05
2024-04-03,18,SGRWO-2,Seagreen 2,-65.016
2024-04-03,18,SGRWO-3,Seagreen 3,-118.034
2024-04-03,18,SGRWO-4,Seagreen 4,-103.034
2024-04-03,18,SGRWO-5,Seagreen 5,-75.016
2024-04-03,18,SGRWO-6,Seagreen 6,-281.016
2024-04-03,18,STLGW-1,Stronelairg 1,-29
2024-04-03,18,STLGW-3,Stronelairg 3,-27
2024-04-03,18,TMNCW-1,Tom Nan Clach,-24
2024-04-03,19,BABAW-1,Baillie,-50
2024-04-03,19,BHLAW-1,Bhlaraidh,-93.016
2024-04-03,19,BRYBW-1,Berry Burn,-23
2024-04-03,19,CRMLW-1,Corriemoillie,-10
2024-04-03,19,GORDW-2,Gordonbush Ext,-38
2024-04-03,19,HALSW-1,Halsary Forest,-28
2024-04-03,19,SGRWO-1,Seagreen 1,-216.016
2024-04-03,19,SGRWO-2,Seagreen 2,-66.016
2024-04-03,19,SGRWO-3,Seagreen 3,-120.016
2024-04-03,19,SGRWO-4,Seagreen 4,-105.016
2024-04-03,19,SGRWO-5,Seagreen 5,-76
2024-04-03,19,SGRWO-6,Seagreen 6,-282
2024-04-03,19,STLGW-1,Stronelairg 1,-28.016
2024-04-03,19,STLGW-3,Stronelairg 3,-26.016
2024-04-03,19,TMNCW-1,Tom Nan Clach,-24.5
2024-04-03,20,BABAW-1,Baillie,-50
2024-04-03,20,BHLAW-1,Bhlaraidh,-94.016
2024-04-03,20,BRYBW-1,Berry Burn,-23
2024-04-03,20,CRMLW-1,Corriemoillie,-10.5
2024-04-03,20,GORDW-2,Gordonbush Ext,-38
2024-04-03,20,HALSW-1,Halsary Forest,-28
2024-04-03,20,SGRWO-1,Seagreen 1,-217.034
2024-04-03,20,SGRWO-2,Seagreen 2,-67
2024-04-03,20,SGRWO-3,Seagreen 3,-121.016
2024-04-03,20,SGRWO-4,Seagreen 4,-106
2024-04-03,20,SGRWO-5,Seagreen 5,-76.016
2024-04-03,20,SGRWO-6,Seagreen 6,-282
2024-04-03,20,STLGW-1,Stronelairg 1,-29.016
2024-04-03,20,STLGW-3,Stronelairg 3,-27.016
2024-04-03,20,TMNCW-1,Tom Nan Clach,-24
2024-04-03,21,BABAW-1,Baillie,-51
2024-04-03,21,BHLAW-1,Bhlaraidh,-96
2024-04-03,21,BRYBW-1,Berry Burn,-24
2024-04-03,21,CRMLW-1,Corriemoillie,-12.5
2024-04-03,21,GORDW-2,Gordonbush Ext,-38
2024-04-03,21,HALSW-1,Halsary Forest,-28
2024-04-03,21,SGRWO-1,Seagreen 1,-219.016
2024-04-03,21,SGRWO-2,Seagreen 2,-67
2024-04-03,21,SGRWO-3,Seagreen 3,-122
2024-04-03,21,SGRWO-4,Seagreen 4,-106.016
2024-04-03,21,SGRWO-5,Seagreen 5,-77
2024-04-03,21,SGRWO-6,Seagreen 6,-282
2024-04-03,21,STLGW-1,Stronelairg 1,-31
2024-04-03,21,STLGW-3,Stronelairg 3,-29
2024-04-03,21,TMNCW-1,Tom Nan Clach,-22.5
2024-04-03,22,BABAW-1,Baillie,-49
2024-04-03,22,BHLAW-1,Bhlaraidh,-96.016
2024-04-03,22,BRYBW-1,Berry Burn,-26
2024-04-03,22,CRMLW-1,Corriemoillie,-15
2024-04-03,22,GORDW-2,Gordonbush Ext,-38
2024-04-03,22,HALSW-1,Halsary Forest,-28
2024-04-03,22,SGRWO-1,Seagreen 1,-220.016
2024-04-03,22,SGRWO-2,Seagreen 2,-67
2024-04-03,22,SGRWO-3,Seagreen 3,-122.016
2024-04-03,22,SGRWO-4,Seagreen 4,-107
2024-04-03,22,SGRWO-5,Seagreen 5,-77
2024-04-03,22,SGRWO-6,Seagreen 6,-282
2024-04-03,22,STLGW-1,Stronelairg 1,-31
2024-04-03,22,STLGW-3,Stronelairg 3,-28.984
2024-04-03,22,TMNCW-1,Tom Nan Clach,-19.5
2024-04-03,23,BABAW-1,Baillie,-50
2024-04-03,23,BHLAW-1,Bhlaraidh,-97
2024-04-03,23,BRYBW-1,Berry Burn,-26
2024-04-03,23,CRMLW-1,Corriemoillie,-16
2024-04-03,23,GORDW-2,Gordonbush Ext,-38
2024-04-03,23,HALSW-1,Halsary Forest,-28
2024-04-03,23,SGRWO-1,Seagreen 1,-221.016
2024-04-03,23,SGRWO-2,Seagreen 2,-67.016
2024-04-03,23,SGRWO-3,Seagreen 3,-123.016
2024-04-03,23,SGRWO-4,Seagreen 4,-107.016
2024-04-03,23,SGRWO-5,Seagreen 5,-77.016
2024-04-03,23,SGRWO-6,Seagreen 6,-282
2024-04-03,23,STLGW-1,Stronelairg 1,-29.984
2024-04-03,23,STLGW-3,Stronelairg 3,-28
2024-04-03,23,TMNCW-1,Tom Nan Clach,-23
2024-04-03,24,BABAW-1,Baillie,-49
2024-04-03,24,BHLAW-1,Bhlaraidh,-98
2024-04-03,24,BRYBW-1,Berry Burn,-26
2024-04-03,24,CAIRW-2,Cairn Uish 2 (Rothes 2),-9.35
2024-04-03,24,CRMLW-1,Corriemoillie,-16
2024-04-03,24,GLNKW-1,Glen Kyllachy,-16.006
2024-04-03,24,GLOFW-1,Glens of Foudland,-4.584
2024-04-03,24,GORDW-2,Gordonbush Ext,-38
2024-04-03,24,HALSW-1,Halsary Forest,-28
2024-04-03,24,SGRWO-1,Seagreen 1,-222.016
2024-04-03,24,SGRWO-2,Seagreen 2,-68
2024-04-03,24,SGRWO-3,Seagreen 3,-124
2024-04-03,24,SGRWO-4,Seagreen 4,-108.016
2024-04-03,24,SGRWO-5,Seagreen 5,-67.234
2024-04-03,24,SGRWO-6,Seagreen 6,-282
2024-04-03,24,STLGW-1,Stronelairg 1,-28.984
2024-04-03,24,STLGW-2,Stronelairg 2,-41.5
2024-04-03,24,STLGW-3,Stronelairg 3,-26
2024-04-03,24,STRNW-1,Strathy North,-21.7
2024-04-03,24,TMNCW-1,Tom Nan Clach,-21.5
2024-04-03,25,BABAW-1,Baillie,-49
2024-04-03,25,BHLAW-1,Bhlaraidh,-97.016
2024-04-03,25,BRYBW-1,Berry Burn,-26
2024-04-03,25,CAIRW-2,Cairn Uish 2 (Rothes 2),-11
2024-04-03,25,CRMLW-1,Corriemoillie,-16.5
2024-04-03,25,GLNKW-1,Glen Kyllachy,-17.5
2024-04-03,25,GLOFW-1,Glens of Foudland,-5
2024-04-03,25,GORDW-2,Gordonbush Ext,-38
2024-04-03,25,HALSW-1,Halsary Forest,-28
2024-04-03,25,SGRWO-1,Seagreen 1,-223.016
2024-04-03,25,SGRWO-2,Seagreen 2,-33.466
2024-04-03,25,SGRWO-3,Seagreen 3,-124.016
2024-04-03,25,SGRWO-4,Seagreen 4,-109
2024-04-03,25,SGRWO-6,Seagreen 6,-282
2024-04-03,25,STLGW-1,Stronelairg 1,-27.984
2024-04-03,25,STLGW-2,Stronelairg 2,-46.966
2024-04-03,25,STLGW-3,Stronelairg 3,-25.984
2024-04-03,25,STRNW-1,Strathy North,-61.984
2024-04-03,25,TMNCW-1,Tom Nan Clach,-20.5
2024-04-03,26,BABAW-1,Baillie,-48
2024-04-03,26,BHLAW-1,Bhlaraidh,-98
2024-04-03,26,BRYBW-1,Berry Burn,-27
2024-04-03,26,CAIRW-2,Cairn Uish 2 (Rothes 2),-10.5
2024-04-03,26,CRMLW-1,Corriemoillie,-15.5
2024-04-03,26,GLNKW-1,Glen Kyllachy,-17
2024-04-03,26,GLOFW-1,Glens of Foudland,-5
2024-04-03,26,GORDW-2,Gordonbush Ext,-38
2024-04-03,26,HALSW-1,Halsary Forest,-28
2024-04-03,26,SGRWO-1,Seagreen 1,-224.016
2024-04-03,26,SGRWO-3,Seagreen 3,-125
2024-04-03,26,SGRWO-4,Seagreen 4,-109
2024-04-03,26,SGRWO-6,Seagreen 6,-282
2024-04-03,26,STLGW-1,Stronelairg 1,-27
2024-04-03,26,STLGW-2,Stronelairg 2,-44.984
2024-04-03,26,STLGW-3,Stronelairg 3,-25
2024-04-03,26,STRNW-1,Strathy North,-61
2024-04-03,26,TMNCW-1,Tom Nan Clach,-19.5
2024-04-03,27,BABAW-1,Baillie,-47
2024-04-03,27,BHLAW-1,Bhlaraidh,-98
2024-04-03,27,BRYBW-1,Berry Burn,-27
2024-04-03,27,CAIRW-2,Cairn Uish 2 (Rothes 2),-12
2024-04-03,27,CRMLW-1,Corriemoillie,-17.5
2024-04-03,27,GLNKW-1,Glen Kyllachy,-15.5
2024-04-03,27,GLOFW-1,Glens of Foudland,-5
2024-04-03,27,GORDW-2,Gordonbush Ext,-38
2024-04-03,27,HALSW-1,Halsary Forest,-28
2024-04-03,27,SGRWO-1,Seagreen 1,-225.016
2024-04-03,27,SGRWO-3,Seagreen 3,-125
2024-04-03,27,SGRWO-4,Seagreen 4,-5.95
2024-04-03,27,SGRWO-6,Seagreen 6,-282
2024-04-03,27,STLGW-1,Stronelairg 1,-27.984
2024-04-03,27,STLGW-2,Stronelairg 2,-45.984
2024-04-03,27,STLGW-3,Stronelairg 3,-25.984
2024-04-03,27,STRNW-1,Strathy North,-61.016
2024-04-03,27,TMNCW-1,Tom Nan Clach,-32
2024-04-03,28,BABAW-1,Baillie,-47
2024-04-03,28,BHLAW-1,Bhlaraidh,-97.984
2024-04-03,28,BRYBW-1,Berry Burn,-25
2024-04-03,28,CAIRW-2,Cairn Uish 2 (Rothes 2),-11.5
2024-04-03,28,CRMLW-1,Corriemoillie,-17
2024-04-03,28,GLNKW-1,Glen Kyllachy,-15
2024-04-03,28,GLOFW-1,Glens of Foudland,-5
2024-04-03,28,GORDW-2,Gordonbush Ext,-38
2024-04-03,28,HALSW-1,Halsary Forest,-28
2024-04-03,28,SGRWO-1,Seagreen 1,-226
2024-04-03,28,SGRWO-3,Seagreen 3,-125.016
