Date,Period,Actual,Curtailment,Available
2023-04-24,38,5568.752,58.986,5627.738
2023-04-24,39,4980.482,122.966,5103.448
2023-04-24,40,5229.744,100.706,5330.45
2023-04-25,16,3841.224,3.2,3844.424
2023-04-25,17,3850.2920000000004,1.95,3852.242
2023-04-25,19,3487.286,93.45,3580.736
2023-04-25,20,3222.602,84.01599999999999,3306.618
2023-04-25,21,3277.5820000000003,65.134,3342.7160000000003
2023-04-25,22,3150.356,13.266,3163.6220000000003
2023-04-25,24,3086.676,0.064,3086.74
2023-04-25,25,2718.636,0.768,2719.404
2023-04-25,31,2574.06,4.416,2578.476
2023-04-25,32,2336.066,0.716,2336.7819999999997
2023-04-27,22,4250.612,4.816,4255.428
2023-04-27,23,4637.468,36.166,4673.634
2023-04-27,24,5354.28,97.0,5451.28
2023-04-27,25,6218.928,158.048,6376.976
2023-04-27,26,7075.978000000001,321.334,7397.312000000001
2023-04-27,27,7735.784,331.598,8067.382
2023-04-27,28,8330.982,212.212,8543.194
2023-04-27,29,8734.606,5.0,8739.606
2023-04-27,34,8550.598,65.064,8615.662
2023-04-27,35,8085.566000000001,3.684,8089.250000000001
2023-04-27,38,7820.1759999999995,31.666,7851.842
2023-04-27,39,7774.49,108.334,7882.824
2023-04-28,32,2352.898,79.884,2432.782
2023-04-28,33,2403.082,70.5,2473.582
2023-04-28,34,2473.096,27.134,2500.23
2023-04-28,40,2398.238,8.732,2406.97
2023-04-28,41,2240.75,7.484,2248.234
2023-04-28,42,2142.872,6.482,2149.354
2023-04-28,43,1977.0059999999999,6.334,1983.34
2023-04-28,44,1977.0,15.764,1992.764
2023-04-28,45,1674.684,11.4,1686.084
2023-04-28,46,1475.9560000000001,3.95,1479.9060000000002
2023-04-28,47,1381.054,6.666,1387.72
2023-04-28,48,1127.19,1.5,1128.69
2023-04-29,1,1089.784,0.216,1090.0
2023-04-29,5,790.8879999999999,16.05,806.9379999999999
2023-04-29,6,746.49,10.016,756.506
2023-04-29,7,678.722,4.534,683.256
2023-04-29,8,655.41,0.75,656.16
2023-05-03,47,9140.637999999999,125.766,9266.403999999999
2023-05-03,48,9310.732,379.5,9690.232
2023-05-04,1,9225.382,571.096,9796.478
2023-05-04,2,8991.32,592.306,9583.626
2023-05-04,3,8817.784,845.182,9662.966
2023-05-04,4,8787.84,855.516,9643.356
2023-05-04,5,8989.15,844.5,9833.65
2023-05-04,6,9248.05,721.952,9970.001999999999
2023-05-04,7,9354.932,891.15,10246.082
2023-05-04,8,9119.928,1064.132,10184.06
2023-05-04,9,9067.972,1154.512,10222.484
2023-05-04,10,8839.126,1213.962,10053.088
2023-05-04,11,8764.034,1325.42,10089.454
2023-05-04,12,8965.797999999999,1545.896,10511.694
2023-05-04,13,8800.966,2149.986,10950.952000000001
